ContactId,FirstName,LastName,FullName,DateOfBirth,Gender,EMail,Telephone,PostCode,StreetAddress,City,State,Country,CreatedOn,Loyalty Tier,Email Subscriber,Income,Occupation,CustomerSatisfaction
CNTID_1332,Michael,Ruys,Michael Ruys,7/8/1992,Male,michael_ruys@hawkinsgroup.com,001-991-431-4034x9896,62154,5913 Elizabeth Mountain,Hayward,California,USA,1/31/2019,medium,No,41535.772780478415,Software Engineer,low
CNTID_1333,Brian,Glenn,Brian Gtenn,12/31/1990,Male,brian_glenn@martinezplc.com,556-688-2885,79010,383 Campbell Courts,Scottsdale,Arizona,USA,1/31/2019,medium,No,137921.35423787383,Teacher,medium
CNTID_1334,Anthony,Manna,Anthony Manna,7/13/2017,Male,anthony_manna@robertsinc.com,853-834-9213x33890,13949,82857 Joshua Turnpike Suite 650,Tyler,Texas,USA,1/31/2019,medium,No,116803.97685813502,Teacher,medium
CNTID_1335,Robert,Braum,Braum Robert,6/23/1973,Male,robert_braum@fernandezjohnson.com,820-868-9480x05611,99187,628 Theresa Rapid Apt. 089,Burbank,California,USA,1/31/2019,high,No,43859.69823373587,Software Engineer,medium
CNTID_1336,John,Tabicas,Jdhn Tabicas,5/20/1979,Male,john_tabicas@mcmahonllc.com,269-923-2643x9389,14291,900 Cole Mountain Apt. 719,Columbia,Missouri,USA,1/31/2019,medium,No,114598.9604461541,Software Engineer,medium
CNTID_1337,Kevin,Bruin,Kevin Bruin,4/26/1971,Male,kevin_bruin@nealreynolds.com,001-693-647-4175,27786,859 Murphy Plains Apt. 575,Omaha,Nebraska,USA,1/31/2019,medium,No,20000.0,Software Engineer,medium
CNTID_1338,Joseph,Whitlingum,Joseph Whmtlingum,11/8/2018,Male,joseph_whitlingum@morrisjohnson.com,219-447-5796x70709,10331,294 Murillo Ferry Apt. 233,Dayton,Ohio,USA,1/31/2019,medium,No,104630.41109936355,Teacher,medium
CNTID_1339,Richard,Dacunha,Dacunha Richard,10/12/2000,Male,richard_dacunha@smithltd.com,(919)402-3964,58995,8992 Christopher Roads Suite 055,Las Cruces,New Mexico,USA,1/31/2019,medium,No,71142.28218083567,Teacher,medium
CNTID_1340,Joseph,Fluegge,Joseph Fluegge,5/14/1969,Male,joseph_fluegge@mckinneyshea.com,001-374-500-8169x064,57180,299 Wells Pass,Lancaster,California,USA,1/31/2019,high,No,73993.14398793539,Software Engineer,medium
CNTID_1341,Edward,Esenwein,Eyward Esenwein,4/4/1975,Male,edward_esenwein@thompsonpriceandgreen.com,101.133.5156x49095,56946,69207 Wallace Tunnel,Wichita Falls,Texas,USA,1/31/2019,high,No,96793.36294687462,Software Engineer,medium
CNTID_1342,Thomas,Chesler,Thomas Chesler,10/17/1974,Male,thomas_chesler@romeroltd.com,662.735.9111x263,29816,4487 Gibson Road,Honolulu,Hawaii,USA,1/31/2019,medium,No,20000.0,Teacher,high
CNTID_1343,Daniel,Linkovich,Danoel Linkovich,6/15/1971,Male,daniel_linkovich@alleninc.com,3663940550,90695,9168 Ronald Court Suite 716,Detroit,Michigan,USA,1/31/2019,low,No,170317.5854951402,Teacher,medium
CNTID_1344,Steven,Shvey,Shvey Steven,1/21/1991,Male,steven_shvey@mathisplc.com,245.400.8785x6391,12157,2805 Garcia Run Suite 969,New York,New York,USA,1/31/2019,low,Yes,147931.03238964526,Software Engineer,low
CNTID_1345,John,Miessner,John Miessner,7/5/2010,Male,john_miessner@hubbardandsons.com,(955)847-0245,61065,047 Bishop Shoal Apt. 456,Pomona,California,USA,1/31/2019,low,Yes,135023.02079126105,Software Engineer,low
CNTID_1346,Christopher,Schrieber,Christopher Schrieber,6/30/1970,Male,christopher_schrieber@ruiznguyenandtucker.com,001-990-797-6024x464,18282,7595 Brandon Turnpike,Cambridge,Massachusetts,USA,1/31/2019,medium,No,20000.0,Software Engineer,medium
CNTID_1347,Edward,Sanpson,Edward Sanpson,1/14/2005,Male,edward_sanpson@parkerplc.com,001-759-336-2267x436,99441,949 Roberts Coves Suite 718,Seattle,Washington,USA,1/31/2019,medium,No,40357.8941758631,Teacher,medium
CNTID_1348,William,Sturner,William Stkrner,4/3/2005,Male,william_sturner@santosltd.com,(641)186-5966x850,86558,3783 Jessica Station,Boston,Massachusetts,USA,1/31/2019,medium,No,82079.18685637166,Software Engineer,medium
CNTID_1349,Thomas,Scarpitta,Scarpitta Thomas,2/15/2015,Male,thomas_scarpitta@murphycannonandhill.com,703.358.5894x868,64560,4483 Seth Circle,Aurora,Illinois,USA,1/31/2019,medium,Yes,213128.43979632307,Doctor,high
CNTID_1350,Donald,Otiz,Donald Otiz,7/21/2006,Male,donald_otiz@leeandsons.com,001-434-368-0299x08464,43967,8917 Diane Wall,Joliet,Illinois,USA,1/31/2019,medium,Yes,122919.72027051727,Software Engineer,medium
CNTID_1351,Paul,Brine,Brine Paul,3/17/1983,Male,paul_brine@powellinc.com,001-208-977-6363x373,89308,90289 Louis Station Apt. 107,Peoria,Arizona,USA,1/31/2019,medium,No,20000.0,Software Engineer,low
CNTID_1352,Joseph,Landt,Josepe Landt,6/29/1992,Male,joseph_landt@murphybryantandjones.com,974-103-1272x1337,62091,813 Michael Fields,Garden Grove,California,USA,1/31/2019,medium,No,59251.25541226585,Software Engineer,low
CNTID_1353,George,Krumwiede,George Krumwiede,6/19/1980,Male,george_krumwiede@mooreharringtonandberry.com,227-081-5338x826,60659,0101 Mark Underpass,Murrieta,California,USA,1/31/2019,high,No,84191.96634774716,Software Engineer,low
CNTID_1354,Steven,Jax,Steven Jax,3/19/2000,Male,steven_jax@millersimpson.com,001-243-854-4325x53383,11660,2625 Steven Lake,Mobile,Alabama,USA,1/31/2019,medium,No,82919.65795872324,Teacher,medium
CNTID_1355,Mark,Magraw,Mamk Magraw,6/11/1974,Male,mark_magraw@lopezwallaceandwilliams.com,765-167-9601,47113,627 Miller Turnpike Suite 239,Fayetteville,North Carolina,USA,1/31/2019,medium,Yes,20000.0,Teacher,high
CNTID_1356,Anthony,Samiec,Anthony Samibc,2/19/2006,Male,anthony_samiec@perkinsfuentesandlindsey.com,294-312-3377x0611,82586,8835 Proctor Inlet,Kent,Washington,USA,1/31/2019,medium,No,20000.0,Teacher,medium
CNTID_1357,Mark,Ikemire,Mark Ikemire,5/2/2014,Male,mark_ikemire@richardltd.com,942-895-9547x7956,33303,6479 Lee Trace Apt. 306,Pearland,Texas,USA,1/31/2019,medium,Yes,71433.47902003188,Teacher,medium
CNTID_1358,Jason,Arbizo,Jason Arbizo,5/29/1978,Male,jason_arbizo@langandsons.com,001-984-070-0214x73664,10190,757 Oconnell Mountain Suite 704,New Haven,Connecticut,USA,1/31/2019,medium,Yes,20000.0,Student,medium
CNTID_1359,Paul,Ohren,Ohren Paul,9/5/2006,Male,paul_ohren@robertsonphamandpatel.com,217-256-5917x76255,86825,15110 Higgins Dale,Salem,Oregon,USA,1/31/2019,medium,No,20000.0,Teacher,medium
CNTID_1360,Kenneth,Minrod,Kenneth Minrod,9/3/2003,Male,kenneth_minrod@whitesullivanandsanders.com,(737)729-9268,52579,66076 Arnold Terrace,Little Rock,Arkansas,USA,1/31/2019,medium,No,39872.43090432837,Teacher,medium
CNTID_1361,David,Messler,David Mpssler,6/10/1969,Male,david_messler@kerrlewisandtaylor.com,322.433.6306,65291,26080 Shelley Grove Apt. 764,St. Louis,Missouri,USA,1/31/2019,medium,Yes,90859.09949468283,Teacher,high
CNTID_1362,George,Mehelich,George Mehelich,10/29/1998,Male,george_mehelich@portermartinezandwilliams.com,010-267-9272,37842,433 Smith Mews,Greeley,Colorado,USA,1/31/2019,medium,Yes,30202.802839843444,Software Engineer,medium
CNTID_1363,John,Caravalho,Caravalho John,12/27/1977,Male,john_caravalho@riddleperryandrodriguez.com,096-658-5575x43557,77667,110 Anderson Summit Suite 090,Midland,Texas,USA,1/31/2019,medium,Yes,80240.5447883067,Teacher,high
CNTID_1364,Richard,Gipple,Richard Gipple,4/7/1992,Male,richard_gipple@johnsonbrewer.com,(018)298-1165x7175,27459,2744 Lopez Parks,Phoenix,Arizona,USA,1/31/2019,low,Yes,159278.06988346676,Teacher,medium
CNTID_1365,Christopher,Tuck,Christopher Tuck,12/5/1982,Male,christopher_tuck@williamssuarez.com,001-387-763-7754,95995,282 Ian Ford,Hartford,Connecticut,USA,1/31/2019,medium,No,76791.99737712153,Teacher,medium
CNTID_1366,Kevin,Pandiani,Kevin Pandiani,5/3/1989,Male,kevin_pandiani@martinezdavis.com,3814811656,34102,635 Bond Street Suite 260,Roseville,California,USA,1/31/2019,high,Yes,97799.19716101652,Software Engineer,high
CNTID_1367,James,Bennick,James Bennick,2/8/1983,Male,james_bennick@jacksonltd.com,001-930-449-6928x49719,14708,335 Jesus Mission,Moreno Valley,California,USA,1/31/2019,medium,No,20000.0,Software Engineer,low
CNTID_1368,Anthony,Tibor,Tibor Anthony,8/9/1969,Male,anthony_tibor@raymondllc.com,001-062-575-9589x5277,41686,134 David Mill,Tucson,Arizona,USA,1/31/2019,medium,Yes,20000.0,Teacher,high
CNTID_1369,Kenneth,Malette,Kenneth balette,8/9/2009,Male,kenneth_malette@ayalarussell.com,(600)611-6150,92041,448 Colin Prairie Apt. 103,Washington,District of Columbia,USA,1/31/2019,medium,No,20000.0,Teacher,medium
CNTID_1370,Charles,Hewitt,Charles Hewitt,9/20/1969,Male,charles_hewitt@wilkersonbeanandbaker.com,348-824-3926x2188,95753,61827 Anna Village Apt. 200,Mobile,Alabama,USA,1/31/2019,medium,Yes,70666.95191948442,Software Engineer,medium
CNTID_1371,Steven,Reason,Steven Reason,8/3/2012,Male,steven_reason@millerortiz.com,234.600.9831,12164,006 Tucker Orchard Apt. 413,San Francisco,California,USA,1/31/2019,medium,Yes,52927.66401152487,Teacher,medium
CNTID_1372,Joseph,Kirkham,Joseph Kirkham,3/7/1980,Male,joseph_kirkham@fosterbaldwinandhunt.com,894.229.0866x090,89355,3211 Dawn Canyon,Las Vegas,Nevada,USA,1/31/2019,medium,Yes,20000.0,Teacher,high
CNTID_1373,Kevin,Murdaugh,Kevin Murdaugh,7/25/2000,Male,kevin_murdaugh@mayopattersonandpatrick.com,050-793-3027x6861,49945,316 Pope Spur,Columbus,Georgia,USA,1/31/2019,medium,Yes,20000.0,Teacher,medium
CNTID_1374,Michael,Cosey,Michael Coqey,5/18/1980,Male,michael_cosey@mckayllc.com,464-699-5117x8952,10958,9219 Munoz Meadows,Tallahassee,Florida,USA,1/31/2019,medium,Yes,53777.67321291246,Software Engineer,high
CNTID_1375,Kevin,Tisby,Keven Tisby,5/4/1986,Male,kevin_tisby@harperinc.com,(290)175-9449x092,93258,65626 Young Brooks,Elizabeth,New Jersey,USA,1/31/2019,medium,Yes,20000.0,Software Engineer,high
CNTID_1376,Edward,Bailey,Edward Bailey,12/19/2007,Male,edward_bailey@williamsgroup.com,559-204-5605x15494,62528,108 Smith Row Suite 613,Clovis,California,USA,1/31/2019,medium,No,20000.0,Teacher,medium
CNTID_1377,Donald,Grahm,Donald Grahm,6/11/1978,Male,donald_grahm@fisherinc.com,311-580-8316x84966,99317,260 Patricia Circles,Greeley,Colorado,USA,1/31/2019,medium,No,20000.0,Software Engineer,low
CNTID_1378,Kevin,Martini,Martini Kevin,6/11/1990,Male,kevin_martini@hullthomasandgarcia.com,686-660-0783x48508,22172,13405 Brooke Courts Suite 707,Frisco,Texas,USA,1/31/2019,medium,No,91664.31733693401,Teacher,low
CNTID_1379,William,Stolzenberg,Stolzenberg William,8/13/1974,Male,william_stolzenberg@sanchezgroup.com,813-073-9204x6897,72868,22869 Jones Mountains,El Monte,California,USA,1/31/2019,medium,No,111142.81725346047,Teacher,low
CNTID_1380,James,Larsen,Jmmes Larsen,9/22/2013,Male,james_larsen@wrightinc.com,4465035466,37133,161 William Trail,Glendale,California,USA,1/31/2019,high,No,91726.84824893843,Software Engineer,medium
CNTID_1381,Ronald,Lango,Ronald Lango,11/5/1973,Male,ronald_lango@torresmaynard.com,398.777.6457x329,81736,469 Robert Lake,Ventura,California,USA,1/31/2019,medium,No,116436.71028933802,Software Engineer,low
CNTID_1382,Donald,Maritt,Maritt Donald,12/28/2015,Male,donald_maritt@fletchermoses.com,493.620.6262,41312,59804 Mcintyre Square,El Cajon,California,USA,1/31/2019,medium,Yes,124444.66853063472,Software Engineer,medium
CNTID_1383,Donald,Coddington,Donald Coddington,8/4/2001,Male,donald_coddington@parksloan.com,954-783-3074x5063,46380,999 Jenna Mountains Apt. 985,Rochester,Minnesota,USA,1/31/2019,medium,No,53926.31551201202,Teacher,high
CNTID_1384,Edward,Jarriett,Edward Jarriett,2/24/1994,Male,edward_jarriett@mclaughlingroup.com,860-203-6260x9311,60102,8765 Evelyn Light Apt. 454,Billings,Montana,USA,1/31/2019,medium,No,68988.22458900577,Software Engineer,low
CNTID_1385,David,Whal,Whal David,12/21/1975,Male,david_whal@kingburnettandweber.com,765-588-4782,33974,295 Burton Oval Apt. 912,Waco,Texas,USA,1/31/2019,medium,No,20000.0,Software Engineer,low
CNTID_1386,Edward,Pamer,Edward Pamer,3/26/1998,Male,edward_pamer@morganllc.com,477-991-3264x17853,76792,926 Nicholas Shore Apt. 634,Lincoln,Nebraska,USA,1/31/2019,medium,Yes,44924.48624268791,Teacher,high
CNTID_1387,David,Balwin,Dalid Balwin,6/25/2008,Male,david_balwin@cruzgroup.com,194.529.8178,96539,510 Brandon Junction,Pomona,California,USA,1/31/2019,medium,No,64984.000805876276,Software Engineer,low
CNTID_1388,Brian,Gobble,Brian Gobble,6/7/1983,Male,brian_gobble@benitezjonesandgomez.com,086-777-5108,41844,2788 Cynthia Inlet,Elk Grove,California,USA,1/31/2019,medium,Yes,70240.25273225593,Software Engineer,low
CNTID_1389,Steven,Frawkin,Steven Frawkin,10/27/1998,Male,steven_frawkin@reidgroup.com,(651)068-3656,98820,78514 Murray Ridge Apt. 979,St. Louis,Missouri,USA,1/31/2019,low,No,141737.38321092608,Software Engineer,low
CNTID_1390,Richard,Desort,Desort Richard,12/22/1986,Male,richard_desort@liuinc.com,244.764.0920x28254,97569,939 Travis Ranch,Birmingham,Alabama,USA,1/31/2019,high,Yes,70303.13996265552,Software Engineer,high
CNTID_1391,Charles,Weisser,Charles Weisser,2/10/1990,Male,charles_weisser@baxterandsons.com,8753000191,65656,865 Sabrina Fields Apt. 581,San Jose,California,USA,1/31/2019,medium,No,81608.63060532775,Teacher,medium
CNTID_1392,Kenneth,Raker,Kenneth Raker,12/11/1992,Male,kenneth_raker@thompsonandsons.com,(267)127-0394,78384,9511 Morgan Crossroad Suite 346,Corona,California,USA,1/31/2019,low,Yes,189232.302862649,Teacher,low
CNTID_1393,James,Kintopp,James Kintopp,11/5/1994,Male,james_kintopp@shieldsplc.com,001-049-424-0910x5750,22518,934 Michael Land Suite 925,Chesapeake,Virginia,USA,1/31/2019,low,Yes,100000.0,Software Engineer,medium
CNTID_1394,Paul,Dacruz,Pdul Dacruz,12/28/2006,Male,paul_dacruz@cobbhenry.com,827-083-3405x490,58349,1695 Timothy Knoll Apt. 066,Mesquite,Texas,USA,1/31/2019,medium,No,104427.48204608947,Teacher,low
CNTID_1395,John,Shader,John Shader,8/2/1990,Male,john_shader@olsonhayesandallen.com,001-414-870-8894x392,64463,56857 Tiffany Cape Suite 876,Santa Ana,California,USA,1/31/2019,medium,No,62341.47329353527,Software Engineer,low
CNTID_1396,John,Siwik,Siwik John,1/5/1999,Male,john_siwik@joneschristensen.com,795-314-6254,55304,41550 Sandra Valley,Colorado Springs,Colorado,USA,1/31/2019,medium,No,87777.89326221988,Software Engineer,medium
CNTID_1397,William,Brazler,William Bdazler,1/3/2000,Male,william_brazler@zimmermancunninghamandmendez.com,248-770-2655x011,85178,536 Sabrina Rapids,South Bend,Indiana,USA,1/31/2019,medium,No,64662.815817268805,Teacher,medium
CNTID_1398,Michael,Lathrum,Michael Lathrum,11/8/1980,Male,michael_lathrum@smithllc.com,001-635-513-9745x9604,78766,258 Taylor Islands,Fairfield,California,USA,1/31/2019,low,No,164213.60953039833,Teacher,low
CNTID_1399,Jason,Colston,Jason Colston,5/24/2017,Male,jason_colston@campbellroman.com,(321)811-6663x843,15510,90826 Wood Lakes Apt. 308,Independence,Missouri,USA,1/31/2019,medium,No,20000.0,Software Engineer,medium
CNTID_1400,Edward,Norby,Edward Nfrby,1/2/1977,Male,edward_norby@hawkinsdaniels.com,744-151-9802x26551,91972,327 Davis Forge,Renton,Washington,USA,1/31/2019,medium,No,29922.01633254939,Teacher,low
CNTID_1401,Donald,Notwick,Donald Notwick,8/8/1995,Male,donald_notwick@dennisclark.com,385.014.6634x1114,52810,52634 Kristen Lane Suite 823,El Monte,California,USA,1/31/2019,low,No,166167.58287329884,Teacher,low
CNTID_1402,Charles,Lasyone,Charles Lasyone,6/9/1991,Male,charles_lasyone@pattersongroup.com,027.605.6191x894,17041,873 Garner Lake,Kent,Washington,USA,1/31/2019,medium,No,51271.81936613707,Teacher,high
CNTID_1403,Charles,Kudrle,Charles Kudrle,5/6/1994,Male,charles_kudrle@bradleyevans.com,802-454-4571,20985,795 Patel Neck Apt. 436,Modesto,California,USA,1/31/2019,medium,No,137154.98275960598,Teacher,medium
CNTID_1404,Robert,Martinell,Robert Martinell,4/7/2010,Male,robert_martinell@marshllc.com,(715)137-1726,79020,437 Smith Neck,Lakewood,Colorado,USA,1/31/2019,medium,No,27312.16322091149,Teacher,medium
CNTID_1405,Michael,Hanshew,Michall Hanshew,4/28/1991,Male,michael_hanshew@claytontorresandperez.com,001-474-563-6270,89655,0969 Louis Street Suite 847,Gresham,Oregon,USA,1/31/2019,medium,No,87224.99166430066,Software Engineer,low
CNTID_1406,Charles,Mcmath,Charles dcmath,6/1/1989,Male,charles_mcmath@wadegroup.com,383.658.9811,22811,918 Anthony Shore,West Palm Beach,Florida,USA,1/31/2019,medium,No,66690.87540553442,Teacher,high
CNTID_1407,Charles,Vanderstappen,Vanderstappen Charles,4/9/1975,Male,charles_vanderstappen@pruittinc.com,547.880.1160x4695,55600,88536 Garner Crest Apt. 352,Rockford,Illinois,USA,1/31/2019,medium,Yes,28475.082981738316,Teacher,high
CNTID_1408,Christopher,Mulrooney,Christopher Mulrooney,4/18/1994,Male,christopher_mulrooney@williamsvaughnandgonzalez.com,461-473-0288,60688,0039 Tyler Villages,Baltimore,Maryland,USA,1/31/2019,medium,Yes,39739.521097753015,Software Engineer,high
CNTID_1409,Christopher,Mcclarnon,Christopher Mcclarnon,12/19/1992,Male,christopher_mcclarnon@florestownsendandcole.com,001-130-442-6473x2176,67229,16521 Hanna Locks,Billings,Montana,USA,1/31/2019,medium,No,136876.00000586128,Teacher,medium
CNTID_1410,Thomas,Schield,Schield Thomas,3/25/1997,Male,thomas_schield@rodriguezinc.com,334-971-8316,96550,4977 Ortiz Pass,Allen,Texas,USA,1/31/2019,medium,No,20000.0,Teacher,medium
CNTID_1411,Brian,Jaffee,Brian Jaffee,7/17/1976,Male,brian_jaffee@santoshooverandhester.com,345-379-5436,98275,7848 Olson Forge Apt. 710,Tyler,Texas,USA,1/31/2019,medium,Yes,39174.187887157204,Teacher,high
CNTID_1412,Charles,Hauschild,Charles Hauschild,9/9/1974,Male,charles_hauschild@jonesyatesandlarson.com,873-987-8185x4002,92107,568 Logan Estate,Cambridge,Massachusetts,USA,1/31/2019,medium,No,63123.52503545748,Teacher,medium
CNTID_1413,Ronald,Labombar,Ronald Labombar,10/5/2001,Male,ronald_labombar@gibsonloganandwhite.com,360-792-2014x3108,54239,950 Cantrell Harbor,Lewisville,Texas,USA,1/31/2019,medium,No,52535.34318481386,Software Engineer,low
CNTID_1414,Kenneth,Hinzmann,Kenneth Hincmann,7/10/1975,Male,kenneth_hinzmann@bennettgross.com,780.878.5696x5813,88937,228 Roger Isle,Portland,Oregon,USA,1/31/2019,medium,Yes,104123.54236393873,Software Engineer,medium
CNTID_1415,Ronald,Kinlaw,Ronald Kinlaw,1/15/1969,Male,ronald_kinlaw@duncaninc.com,(559)796-0224,65511,9708 Velazquez Shoal Apt. 300,Irvine,California,USA,1/31/2019,medium,No,96712.97710695746,Software Engineer,low
CNTID_1416,Thomas,Galipo,Thomas Galipo,3/12/1969,Male,thomas_galipo@owensrussell.com,812.462.3134x1441,86853,3058 Martin Flat Apt. 861,Irving,Texas,USA,1/31/2019,high,Yes,198975.62143043516,Software Engineer,high
CNTID_1417,John,Desisto,John Delisto,9/27/1976,Male,john_desisto@lopezharrison.com,001-208-905-5744,47286,65923 Stokes Burg,Thousand Oaks,California,USA,1/31/2019,medium,No,35469.828228881364,Teacher,medium
CNTID_1418,Paul,Silman,Paul Silman,6/12/2011,Male,paul_silman@zunigabenton.com,(517)699-1925x5020,32289,36510 Randall Shore Apt. 827,Cary,North Carolina,USA,1/31/2019,medium,No,106373.29304697155,Software Engineer,medium
CNTID_1419,Donald,Rehfield,Donald Rehfield,7/28/1988,Male,donald_rehfield@clarkejohnsonandgutierrez.com,(677)997-7059x267,56685,453 Thomas Meadows,Los Angeles,California,USA,1/31/2019,medium,Yes,20000.0,Software Engineer,low
CNTID_1420,Thomas,Paluck,Thomas Paluck,1/13/1991,Male,thomas_paluck@kanecampbell.com,6108386213,37175,1866 Michelle Fork Apt. 552,Daly City,California,USA,1/31/2019,medium,No,25543.703610083598,Teacher,medium
CNTID_1421,Ronald,Gullatte,Ronald Gullatte,8/15/2003,Male,ronald_gullatte@banksgroup.com,277.444.5232x2729,45369,85536 Thompson Brooks Apt. 996,Carlsbad,California,USA,1/31/2019,low,No,175632.61193838413,Software Engineer,low
CNTID_1422,William,Martain,William Martain,11/30/2016,Male,william_martain@romerowadeandmcgrath.com,001-802-049-9596x0744,88808,00113 Carr Drive Suite 800,Waco,Texas,USA,1/31/2019,low,No,150850.79280275278,Software Engineer,low
CNTID_1423,Brian,Place,Place Brian,7/20/1975,Male,brian_place@beltranmorris.com,174.033.8331x3135,17344,130 Lawrence Manors Apt. 433,Rialto,California,USA,1/31/2019,medium,Yes,26998.949176785343,Teacher,medium
CNTID_1424,Steven,Forstner,Steven Forstner,5/1/1971,Male,steven_forstner@morrislewisandadams.com,001-800-901-4939x9589,69235,4893 Rowe Rest,Tyler,Texas,USA,1/31/2019,medium,No,89992.1201844527,Software Engineer,low
CNTID_1425,Richard,Lohan,Richard Lohan,4/24/1993,Male,richard_lohan@jordanpriceandpaul.com,(654)389-0605x11720,75877,12318 Hernandez Plains,Saint Paul,Minnesota,USA,1/31/2019,medium,No,20000.0,Software Engineer,medium
CNTID_1426,Thomas,Bembry,Thomas Bembry,4/28/1987,Male,thomas_bembry@robinsonltd.com,001-142-397-3195x5923,47277,272 Jessica Square Suite 432,Santa Rosa,California,USA,1/31/2019,medium,No,65355.84400249249,Software Engineer,low
CNTID_1427,Richard,Schaecher,Richard Schaecher,1/28/2014,Male,richard_schaecher@murphycook.com,9459905634,63191,40602 Meyer Island,Hayward,California,USA,1/31/2019,medium,Yes,127043.36056680116,Teacher,high
CNTID_1428,Robert,Pallerino,Robert Pallerino,6/5/2016,Male,robert_pallerino@johnsongroup.com,(469)478-6536x64621,31572,6840 Rebecca Tunnel,West Palm Beach,Florida,USA,1/31/2019,high,No,99372.12188710332,Software Engineer,high
CNTID_1429,Kevin,Cradic,Cradic Kevin,9/19/1999,Male,kevin_cradic@cooleyhowe.com,147.290.2125,89005,26603 Williams Hill Suite 497,Boston,Massachusetts,USA,1/31/2019,medium,No,20000.0,Teacher,medium
CNTID_1430,Thomas,Laslo,Thomas Laslo,4/13/1981,Male,thomas_laslo@schmidtmurphy.com,(984)005-1952x90187,59287,88279 Todd Forges,Honolulu,Hawaii,USA,1/31/2019,medium,No,20000.0,Software Engineer,low
CNTID_1431,Mark,Umbarger,Umbarger Mark,4/10/2008,Male,mark_umbarger@nolanmoore.com,8097009131,34910,051 Samuel Glens Suite 399,Huntington Beach,California,USA,1/31/2019,medium,No,64734.9285016066,Software Engineer,low
CNTID_1432,John,Galler,John Galler,4/6/2009,Male,john_galler@schaefermillerandmaldonado.com,5051161061,45842,4184 Kimberly Square Apt. 377,Buffalo,New York,USA,1/31/2019,medium,No,34841.8987339638,Teacher,medium
CNTID_1433,Richard,Nkomo,Richard Nkomo,5/26/2001,Male,richard_nkomo@mccoyscott.com,001-611-344-4435x67014,19658,152 Mcdonald Corners Suite 397,West Jordan,Utah,USA,1/31/2019,medium,Yes,117256.20532820634,Teacher,high
CNTID_1434,Anthony,Fleshner,Anthony Fleshner,4/17/1980,Male,anthony_fleshner@berryandsons.com,988-178-7651x315,23362,0190 Michael Villages Apt. 564,Anchorage,Alaska,USA,1/31/2019,medium,No,72140.06866754232,Software Engineer,low
CNTID_1435,Anthony,Sit,Anthony Sit,12/26/2002,Male,anthony_sit@rojasllc.com,(186)037-0680x97787,37969,395 Martin Ford Apt. 137,Baton Rouge,Louisiana,USA,1/31/2019,medium,Yes,122223.60677412564,Software Engineer,medium
CNTID_1436,Daniel,Suganuma,Suganuma Daniel,1/26/2016,Male,daniel_suganuma@longllc.com,001-867-801-0891x41900,83636,77897 Newton Square,Daly City,California,USA,1/31/2019,medium,No,20000.0,Software Engineer,low
CNTID_1437,William,Vanhise,William Vanhize,11/6/2004,Male,william_vanhise@gutierrezreed.com,241-443-5708x48099,74766,470 Eric Hollow Suite 846,Austin,Texas,USA,1/31/2019,medium,No,21568.19638403788,Software Engineer,low
CNTID_1438,Kenneth,Lotts,Kjnneth Lotts,8/4/1997,Male,kenneth_lotts@perezevans.com,5051567541,59741,91035 Brewer Meadows,Albuquerque,New Mexico,USA,1/31/2019,medium,No,47267.94308063208,Software Engineer,low
CNTID_1439,George,Willborn,George Willborn,3/14/1974,Male,george_willborn@tateandsons.com,989.040.7618x51002,93571,85838 Robert Canyon,Santa Ana,California,USA,1/31/2019,medium,No,102841.01427276248,Teacher,low
CNTID_1440,Thomas,Beecher,Thomas Beecher,1/27/1995,Male,thomas_beecher@gilbertltd.com,001-368-193-6167x7290,96658,30175 Linda Ports,Cincinnati,Ohio,USA,1/31/2019,medium,No,38203.45847524071,Student,low
CNTID_1441,William,Desano,William Desano,1/8/1981,Male,william_desano@williamsplc.com,(473)216-1939,65509,9697 Lynn Estate,Tulsa,Oklahoma,USA,1/31/2019,medium,No,77884.5408198887,Software Engineer,low
CNTID_1442,George,Salser,Gxorge Salser,6/23/1979,Male,george_salser@campbellolsonandshelton.com,(764)822-8311,13675,4615 Mendez Point Apt. 028,Hillsboro,Oregon,USA,1/31/2019,medium,No,84508.58054602327,Teacher,medium
CNTID_1443,Kenneth,Ahsing,Kenneth Ahsing,12/27/1990,Male,kenneth_ahsing@finleygroup.com,223.216.5932,40930,1599 Ferrell Radial,Allen,Texas,USA,1/31/2019,high,No,141995.44934416207,Software Engineer,medium
CNTID_1444,Michael,Aduddell,Michael Aduddell,7/27/2018,Male,michael_aduddell@cooperperez.com,(081)314-0112x414,75686,391 Michelle Ports Suite 819,Lexington,Kentucky,USA,1/31/2019,medium,No,75018.32794532744,Software Engineer,medium
CNTID_1445,David,Vanhauen,David Vanhauen,3/6/1997,Male,david_vanhauen@monroereedandwilkins.com,811-642-6310,84110,51194 John Plaza,New Haven,Connecticut,USA,1/31/2019,low,No,141730.69545151535,Teacher,medium
CNTID_1446,Ronald,Macalma,Ronald Macalma,1/2/1993,Male,ronald_macalma@floresllc.com,130.716.9188,17849,99800 Torres Roads,New York,New York,USA,1/31/2019,medium,No,92745.93945603189,Software Engineer,medium
CNTID_1447,Joseph,Gamma,Joseph Gamma,1/9/1995,Male,joseph_gamma@perezmiller.com,001-236-232-8411,47943,9120 Wilson Oval Suite 270,Paterson,New Jersey,USA,1/31/2019,high,No,35498.018548500135,Software Engineer,high
